combo,size,matches_together
Clinton Mata + Dominik Greif + Pavel Šulc + Ruben Kluivert,4,2
Clinton Mata + Dominik Greif + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc + Tyler Morton,5,2
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana + Pavel Šulc,5,2
Adam Karabec + Clinton Mata + Malick Fofana + Pavel Šulc + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc,4,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Rémy Descamps,5,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Pavel Šulc,5,2
Clinton Mata + Georges Mikautadze,2,2
Clinton Mata + Georges Mikautadze + Malick Fofana,3,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Moussa Niakhate,4,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Moussa Niakhate + Tanner Tessmann,5,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Moussa Niakhate + Tyler Morton,5,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Rémy Descamps,4,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Rémy Descamps + Tyler Morton,5,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Tanner Tessmann,4,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Tanner Tessmann + Tyler Morton,5,2
Clinton Mata + Georges Mikautadze + Malick Fofana + Tyler Morton,4,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate,3,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate + Rémy Descamps,4,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate + Tanner Tessmann,4,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,2
Clinton Mata + Georges Mikautadze + Moussa Niakhate + Tyler Morton,4,2
Clinton Mata + Georges Mikautadze + Rémy Descamps,3,2
Clinton Mata + Georges Mikautadze + Rémy Descamps + Tanner Tessmann,4,2
Clinton Mata + Georges Mikautadze + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,2
Clinton Mata + Georges Mikautadze + Rémy Descamps + Tyler Morton,4,2
Clinton Mata + Georges Mikautadze + Tanner Tessmann,3,2
Clinton Mata + Georges Mikautadze + Tanner Tessmann + Tyler Morton,4,2
Clinton Mata + Georges Mikautadze + Tyler Morton,3,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann + Tyler Morton,5,2
Afonso Moreira + Ainsley Maitland-Niles + Nicolás Tagliafico + Pavel Šulc,4,2
Adam Karabec + Clinton Mata + Malick Fofana + Pavel Šulc,4,2
Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,2
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano + Tyler Morton,5,2
Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate + Tyler Morton,5,2
Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico,4,2
Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,2
Abner + Georges Mikautadze + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,2
Clinton Mata + Khalis Merah + Malick Fofana + Tanner Tessmann + Tyler Morton,5,2
Clinton Mata + Khalis Merah + Malick Fofana + Tyler Morton,4,2
Clinton Mata + Khalis Merah + Martin Satriano,3,2
Clinton Mata + Khalis Merah + Martin Satriano + Moussa Niakhate,4,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann,4,2
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Martin Satriano + Pavel Šulc,5,2
Abner + Georges Mikautadze + Moussa Niakhate + Rémy Descamps,4,2
Clinton Mata + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,2
Clinton Mata + Khalis Merah + Moussa Niakhate + Rémy Descamps,4,2
Clinton Mata + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,2
Clinton Mata + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps,4,2
Adam Karabec + Malick Fofana + Martin Satriano + Moussa Niakhate + Tanner Tessmann,5,2
Clinton Mata + Khalis Merah + Nicolás Tagliafico + Ruben Kluivert,4,2
Clinton Mata + Khalis Merah + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,5,2
Adam Karabec + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,2
Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,2
Abner + Dominik Greif + Khalis Merah + Tyler Morton,4,2
Clinton Mata + Khalis Merah + Pavel Šulc,3,2
Clinton Mata + Khalis Merah + Pavel Šulc + Tyler Morton,4,2
Clinton Mata + Khalis Merah + Ruben Kluivert,3,2
Clinton Mata + Khalis Merah + Ruben Kluivert + Tyler Morton,4,2
Clinton Mata + Khalis Merah + Rémy Descamps,3,2
Clinton Mata + Khalis Merah + Rémy Descamps + Tanner Tessmann,4,2
Clinton Mata + Khalis Merah + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,2
Clinton Mata + Khalis Merah + Rémy Descamps + Tyler Morton,4,2
Adam Karabec + Malick Fofana + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,5,2
Adam Karabec + Malick Fofana + Martin Satriano + Moussa Niakhate,4,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Tyler Morton,5,2
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano + Tanner Tessmann,5,2
Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate,4,2
Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,5,2
Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate + Tanner Tessmann,5,2
Clinton Mata + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4,2
Clinton Mata + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,5,2
Clinton Mata + Malick Fofana + Martin Satriano + Tanner Tessmann,4,2
Clinton Mata + Malick Fofana + Martin Satriano + Tyler Morton,4,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Tanner Tessmann,5,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,2
Abner + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate,4,2
Adam Karabec + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,2
Clinton Mata + Malick Fofana + Moussa Niakhate + Pavel Šulc,4,2
Clinton Mata + Malick Fofana + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,2
Clinton Mata + Malick Fofana + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,2
Abner + Dominik Greif + Khalis Merah + Pavel Šulc + Tyler Morton,5,2
Abner + Dominik Greif + Khalis Merah + Pavel Šulc,4,2
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano + Nicolás Tagliafico,5,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Nicolás Tagliafico,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Tyler Morton,4,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Tanner Tessmann + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Tanner Tessmann,4,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Pavel Šulc,5,2
Afonso Moreira + Corentin Tolisso + Dominik Greif + Martin Satriano + Pavel Šulc,5,2
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,2
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate,5,2
Clinton Mata + Malick Fofana + Pavel Šulc + Tanner Tessmann,4,2
Clinton Mata + Malick Fofana + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,2
Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps + Tyler Morton,5,2
Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,2
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Pavel Šulc + Ruben Kluivert,5,2
Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps,4,2
Afonso Moreira + Dominik Greif + Khalis Merah + Moussa Niakhate,4,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Rémy Descamps + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Rémy Descamps + Tanner Tessmann,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Rémy Descamps,4,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Moussa Niakhate + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Moussa Niakhate + Tanner Tessmann,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Moussa Niakhate + Rémy Descamps,5,2
Clinton Mata + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,5,2
Clinton Mata + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,2
Afonso Moreira + Dominik Greif + Khalis Merah + Moussa Niakhate + Tyler Morton,5,2
Abner + Dominik Greif + Khalis Merah,3,2
Abner + Dominik Greif + Hans Hateboer + Tyler Morton,4,2
Adam Karabec + Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,5,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Rémy Descamps,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Moussa Niakhate,4,2
Clinton Mata + Martin Satriano + Nicolás Tagliafico + Pavel Šulc,4,2
Clinton Mata + Martin Satriano + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,2
Clinton Mata + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze,3,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Malick Fofana + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Malick Fofana + Tanner Tessmann,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Malick Fofana,4,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Nicolás Tagliafico,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Malick Fofana + Rémy Descamps,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Malick Fofana + Moussa Niakhate,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Malick Fofana + Moussa Niakhate,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Malick Fofana + Rémy Descamps,5,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze + Malick Fofana,4,2
Abner + Ainsley Maitland-Niles + Georges Mikautadze,3,2
Adam Karabec + Khalis Merah + Rémy Descamps + Tyler Morton,4,2
Abner + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tyler Morton,5,2
Clinton Mata + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,4,2
Clinton Mata + Moussa Niakhate + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert,4,2
Abner + Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc + Ruben Kluivert,5,2
Adam Karabec + Khalis Merah + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate,4,2
Adam Karabec + Khalis Merah + Rémy Descamps + Tanner Tessmann,4,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Khalis Merah,5,2
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rémy Descamps,5,2
Abner + Ainsley Maitland-Niles + Dominik Greif + Martin Satriano,4,2
Adam Karabec + Khalis Merah + Rémy Descamps,3,2
Afonso Moreira + Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,2
Adam Karabec + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,4,2
Clinton Mata + Nicolás Tagliafico + Ruben Kluivert,3,2
Clinton Mata + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,4,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Ruben Kluivert,4,2
Adam Karabec + Khalis Merah + Nicolás Tagliafico,3,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Pavel Šulc + Ruben Kluivert,5,2
Clinton Mata + Pavel Šulc + Ruben Kluivert,3,2
Clinton Mata + Pavel Šulc + Ruben Kluivert + Tyler Morton,4,2
Clinton Mata + Pavel Šulc + Tanner Tessmann,3,2
Clinton Mata + Pavel Šulc + Tanner Tessmann + Tyler Morton,4,2
Adam Karabec + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Malick Fofana + Tanner Tessmann,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Malick Fofana + Tyler Morton,5,2
Adam Karabec + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,2
Adam Karabec + Afonso Moreira + Moussa Niakhate,3,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Pavel Šulc,5,2
Adam Karabec + Khalis Merah + Moussa Niakhate + Rémy Descamps,4,2
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah,3,2
Adam Karabec + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,2
Adam Karabec + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,4,2
Afonso Moreira + Clinton Mata + Corentin Tolisso + Nicolás Tagliafico + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer,3,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano,4,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Moussa Niakhate,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Pavel Šulc,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Moussa Niakhate,4,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Moussa Niakhate + Pavel Šulc,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Moussa Niakhate + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Pavel Šulc,4,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Pavel Šulc + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Hans Hateboer + Tyler Morton,4,2
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Tanner Tessmann,4,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Malick Fofana,4,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Malick Fofana + Moussa Niakhate,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Malick Fofana + Tanner Tessmann,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Martin Satriano,4,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Martin Satriano + Moussa Niakhate,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Moussa Niakhate,4,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Moussa Niakhate + Tanner Tessmann,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Moussa Niakhate + Tyler Morton,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Moussa Niakhate + Rémy Descamps,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Pavel Šulc,4,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Pavel Šulc + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Khalis Merah + Tanner Tessmann,4,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Moussa Niakhate + Tanner Tessmann,5,2
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tyler Morton,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Moussa Niakhate + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano + Moussa Niakhate,5,2
Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano + Nicolás Tagliafico,5,2
Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano + Tanner Tessmann,5,2
Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano,4,2
Afonso Moreira + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Pavel Šulc,5,2
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert,4,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Rémy Descamps,4,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Pavel Šulc,5,2
Afonso Moreira + Clinton Mata + Corentin Tolisso + Nicolás Tagliafico + Pavel Šulc,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Rémy Descamps + Tanner Tessmann,5,2
Corentin Tolisso + Dominik Greif + Malick Fofana + Pavel Šulc,4,2
Corentin Tolisso + Dominik Greif + Malick Fofana + Pavel Šulc + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Tanner Tessmann,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Rémy Descamps + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Rémy Descamps,5,2
Adam Karabec + Khalis Merah + Malick Fofana + Tyler Morton,4,2
Adam Karabec + Khalis Merah + Malick Fofana + Tanner Tessmann + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Moussa Niakhate,5,2
Afonso Moreira + Clinton Mata + Corentin Tolisso + Nicolás Tagliafico,4,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Georges Mikautadze + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Georges Mikautadze + Tanner Tessmann,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Georges Mikautadze + Rémy Descamps,5,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Tanner Tessmann,4,2
Ainsley Maitland-Niles + Clinton Mata + Georges Mikautadze + Tanner Tessmann + Tyler Morton,5,2
Afonso Moreira + Clinton Mata + Khalis Merah + Nicolás Tagliafico + Ruben Kluivert,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Georges Mikautadze + Moussa Niakhate,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Georges Mikautadze + Malick Fofana,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Georges Mikautadze,4,2
Corentin Tolisso + Dominik Greif + Martin Satriano + Tanner Tessmann + Tyler Morton,5,2
Adam Karabec + Afonso Moreira + Dominik Greif + Moussa Niakhate,4,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho,3,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho + Moussa Niakhate,4,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,5,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho + Pavel Šulc,4,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho + Pavel Šulc + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Mathys De Carvalho + Tyler Morton,4,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Ruben Kluivert,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Moussa Niakhate,5,2
Adam Karabec + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,2
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Martin Satriano,5,2
Adam Karabec + Khalis Merah + Malick Fofana + Nicolás Tagliafico,4,2
Adam Karabec + Khalis Merah + Malick Fofana + Moussa Niakhate + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,2
Adam Karabec + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,2
Adam Karabec + Afonso Moreira + Dominik Greif,3,2
Abner + Ainsley Maitland-Niles + Clinton Mata + Ruben Kluivert + Tyler Morton,5,2
Abner + Ainsley Maitland-Niles + Clinton Mata + Ruben Kluivert,4,2
Abner + Ainsley Maitland-Niles + Clinton Mata + Pavel Šulc + Ruben Kluivert,5,2
Afonso Moreira + Clinton Mata + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann,5,2
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,2
Abner + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Pavel Šulc,5,2
Adam Karabec + Afonso Moreira + Corentin Tolisso + Moussa Niakhate,4,2
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Pavel Šulc,5,2
Abner + Ainsley Maitland-Niles + Clinton Mata + Martin Satriano,4,2
Corentin Tolisso + Dominik Greif + Pavel Šulc + Ruben Kluivert,4,2
Corentin Tolisso + Dominik Greif + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,2
Corentin Tolisso + Dominik Greif + Pavel Šulc + Tanner Tessmann,4,2
