combo,size,matches,avg_points,avg_score_final,combo_size
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Clinton Mata + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Clinton Mata + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Clinton Mata + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Clinton Mata + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Clinton Mata + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Corentin Tolisso + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Corentin Tolisso + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Corentin Tolisso + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Dominik Greif + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Martin Satriano + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Martin Satriano + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Martin Satriano + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Clinton Mata + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Corentin Tolisso + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Dominik Greif + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Dominik Greif + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Dominik Greif + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Dominik Greif + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Moussa Niakhate + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Afonso Moreira + Malick Fofana + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Corentin Tolisso + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Dominik Greif + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Dominik Greif + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Dominik Greif + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Clinton Mata + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Dominik Greif + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Dominik Greif + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Moussa Niakhate + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Dominik Greif + Malick Fofana + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Malick Fofana + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Malick Fofana + Martin Satriano + Moussa Niakhate + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Malick Fofana + Martin Satriano + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Malick Fofana + Martin Satriano + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Malick Fofana + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Malick Fofana + Martin Satriano + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Adam Karabec + Dominik Greif + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,5,3,1.0,44.43,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,3,1.0,44.43,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Afonso Moreira + Dominik Greif + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,5,3,1.0,44.43,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,3,1.0,44.43,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,5,3,1.0,44.43,5
Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,3,1.0,44.43,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico,5,3,1.0,44.43,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,5,3,1.0,44.43,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,3,1.0,44.43,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,5,3,1.0,44.43,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,3,1.0,44.43,5
Dominik Greif + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,5,3,1.0,44.43,5
Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,3,1.0,44.43,5
Khalis Merah + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann,5,3,1.0,44.43,5
Adam Karabec + Afonso Moreira + Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico,5,4,1.0,44.31,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico,5,4,1.0,44.31,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Mathys De Carvalho + Nicolás Tagliafico,5,4,1.0,44.31,5
Adam Karabec + Clinton Mata + Dominik Greif + Mathys De Carvalho + Nicolás Tagliafico,5,4,1.0,44.31,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,5,4,1.0,44.31,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,5,4,1.0,44.31,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,4,1.0,44.31,5
Adam Karabec + Clinton Mata + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,10,1.0,44.26,5
Adam Karabec + Afonso Moreira + Martin Satriano + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Afonso Moreira + Pavel Šulc + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Clinton Mata + Martin Satriano + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Corentin Tolisso + Martin Satriano + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Dominik Greif + Martin Satriano + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Dominik Greif + Pavel Šulc + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Martin Satriano + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Martin Satriano + Pavel Šulc + Rachid Ghezzal + Tyler Morton,5,3,1.0,44.23,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Tyler Morton,5,10,1.0,44.2,5
Adam Karabec + Clinton Mata + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,10,1.0,44.2,5
Adam Karabec + Afonso Moreira + Khalis Merah + Mathys De Carvalho + Tyler Morton,5,3,1.0,44.13,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Tyler Morton,5,3,1.0,44.13,5
Adam Karabec + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tyler Morton,5,3,1.0,44.13,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,5,3,1.0,44.13,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tyler Morton,5,3,1.0,44.13,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Tyler Morton,5,3,1.0,44.13,5
Afonso Moreira + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tyler Morton,5,3,1.0,44.13,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,5,3,1.0,44.13,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tyler Morton,5,3,1.0,44.13,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tyler Morton,5,3,1.0,44.13,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,5,3,1.0,44.13,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tyler Morton,5,3,1.0,44.13,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,5,3,1.0,44.13,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tyler Morton,5,3,1.0,44.13,5
Dominik Greif + Khalis Merah + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,3,1.0,44.13,5
Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,3,1.0,44.13,5
Adam Karabec + Afonso Moreira + Clinton Mata + Mathys De Carvalho + Tyler Morton,5,4,1.0,44.08,5
Adam Karabec + Afonso Moreira + Khalis Merah + Martin Satriano + Mathys De Carvalho,5,4,1.0,44.08,5
Adam Karabec + Afonso Moreira + Khalis Merah + Martin Satriano + Moussa Niakhate,5,4,1.0,44.08,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Mathys De Carvalho + Tyler Morton,5,4,1.0,44.08,5
Adam Karabec + Clinton Mata + Dominik Greif + Mathys De Carvalho + Tyler Morton,5,4,1.0,44.08,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,5,4,1.0,44.08,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Pavel Šulc + Tyler Morton,5,4,1.0,44.08,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Martin Satriano + Mathys De Carvalho,5,4,1.0,44.08,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Martin Satriano + Moussa Niakhate,5,4,1.0,44.08,5
Adam Karabec + Dominik Greif + Khalis Merah + Martin Satriano + Mathys De Carvalho,5,4,1.0,44.08,5
Adam Karabec + Dominik Greif + Khalis Merah + Martin Satriano + Moussa Niakhate,5,4,1.0,44.08,5
Adam Karabec + Khalis Merah + Martin Satriano + Mathys De Carvalho + Moussa Niakhate,5,4,1.0,44.08,5
