combo,size,matches,avg_points,avg_score_final,combo_size
Ainsley Maitland-Niles + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Clinton Mata + Corentin Tolisso + Rémy Descamps,3,4,1.5,55.18,3
Clinton Mata + Khalis Merah + Rémy Descamps,3,4,1.5,55.18,3
Clinton Mata + Malick Fofana + Rémy Descamps,3,4,1.5,55.18,3
Clinton Mata + Moussa Niakhate + Rémy Descamps,3,4,1.5,55.18,3
Clinton Mata + Pavel Šulc + Rémy Descamps,3,4,1.5,55.18,3
Clinton Mata + Rémy Descamps + Tanner Tessmann,3,4,1.5,55.18,3
Clinton Mata + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Corentin Tolisso + Khalis Merah + Rémy Descamps,3,4,1.5,55.18,3
Corentin Tolisso + Malick Fofana + Rémy Descamps,3,4,1.5,55.18,3
Corentin Tolisso + Moussa Niakhate + Rémy Descamps,3,4,1.5,55.18,3
Corentin Tolisso + Pavel Šulc + Rémy Descamps,3,4,1.5,55.18,3
Corentin Tolisso + Rémy Descamps + Tanner Tessmann,3,4,1.5,55.18,3
Corentin Tolisso + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Khalis Merah + Malick Fofana + Rémy Descamps,3,4,1.5,55.18,3
Khalis Merah + Moussa Niakhate + Rémy Descamps,3,4,1.5,55.18,3
Khalis Merah + Pavel Šulc + Rémy Descamps,3,4,1.5,55.18,3
Khalis Merah + Rémy Descamps + Tanner Tessmann,3,4,1.5,55.18,3
Khalis Merah + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Malick Fofana + Moussa Niakhate + Rémy Descamps,3,4,1.5,55.18,3
Malick Fofana + Pavel Šulc + Rémy Descamps,3,4,1.5,55.18,3
Malick Fofana + Rémy Descamps + Tanner Tessmann,3,4,1.5,55.18,3
Malick Fofana + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Moussa Niakhate + Pavel Šulc + Rémy Descamps,3,4,1.5,55.18,3
Moussa Niakhate + Rémy Descamps + Tanner Tessmann,3,4,1.5,55.18,3
Moussa Niakhate + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Pavel Šulc + Rémy Descamps + Tanner Tessmann,3,4,1.5,55.18,3
Pavel Šulc + Rémy Descamps + Tyler Morton,3,4,1.5,55.18,3
Rémy Descamps + Tanner Tessmann + Tyler Morton,3,4,1.5,55.18,3
Adam Karabec + Khalis Merah + Ruben Kluivert,3,6,1.5,54.6,3
Clinton Mata + Khalis Merah + Ruben Kluivert,3,6,1.5,54.6,3
Corentin Tolisso + Khalis Merah + Ruben Kluivert,3,6,1.5,54.6,3
Khalis Merah + Ruben Kluivert + Tyler Morton,3,6,1.5,54.6,3
Adam Karabec + Afonso Moreira + Nicolás Tagliafico,3,11,1.45,55.75,3
Adam Karabec + Ainsley Maitland-Niles + Nicolás Tagliafico,3,11,1.45,55.75,3
Adam Karabec + Corentin Tolisso + Nicolás Tagliafico,3,11,1.45,55.75,3
Adam Karabec + Nicolás Tagliafico + Tanner Tessmann,3,11,1.45,55.75,3
Adam Karabec + Afonso Moreira + Tyler Morton,3,11,1.45,55.67,3
Abner + Adam Karabec + Tyler Morton,3,9,1.44,55.83,3
Abner + Moussa Niakhate + Tyler Morton,3,9,1.44,55.69,3
Abner + Clinton Mata + Tyler Morton,3,9,1.44,55.43,3
Ainsley Maitland-Niles + Khalis Merah + Pavel Šulc,3,9,1.44,54.89,3
Khalis Merah + Pavel Šulc + Tanner Tessmann,3,9,1.44,54.89,3
Adam Karabec + Afonso Moreira + Khalis Merah,3,9,1.44,54.76,3
Afonso Moreira + Corentin Tolisso + Khalis Merah,3,9,1.44,54.76,3
Adam Karabec + Martin Satriano + Nicolás Tagliafico,3,7,1.43,55.6,3
Adam Karabec + Martin Satriano + Tyler Morton,3,7,1.43,55.48,3
Corentin Tolisso + Pavel Šulc + Tyler Morton,3,14,1.43,55.11,3
Ainsley Maitland-Niles + Corentin Tolisso + Tyler Morton,3,14,1.43,55.07,3
Abner + Khalis Merah + Moussa Niakhate,3,7,1.43,54.23,3
Abner + Clinton Mata + Khalis Merah,3,7,1.43,53.89,3
Pavel Šulc + Tanner Tessmann + Tyler Morton,3,12,1.42,55.31,3
Afonso Moreira + Nicolás Tagliafico + Tanner Tessmann,3,12,1.42,55.29,3
Ainsley Maitland-Niles + Nicolás Tagliafico + Tanner Tessmann,3,12,1.42,55.29,3
Corentin Tolisso + Nicolás Tagliafico + Tanner Tessmann,3,12,1.42,55.29,3
Afonso Moreira + Moussa Niakhate + Nicolás Tagliafico,3,12,1.42,55.19,3
Ainsley Maitland-Niles + Moussa Niakhate + Nicolás Tagliafico,3,12,1.42,55.19,3
Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico,3,12,1.42,55.19,3
Adam Karabec + Afonso Moreira + Pavel Šulc,3,12,1.42,55.11,3
Afonso Moreira + Moussa Niakhate + Tyler Morton,3,12,1.42,55.11,3
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles,3,12,1.42,55.06,3
Adam Karabec + Afonso Moreira + Tanner Tessmann,3,12,1.42,55.06,3
Afonso Moreira + Clinton Mata + Nicolás Tagliafico,3,12,1.42,54.99,3
Ainsley Maitland-Niles + Clinton Mata + Nicolás Tagliafico,3,12,1.42,54.99,3
Clinton Mata + Corentin Tolisso + Nicolás Tagliafico,3,12,1.42,54.99,3
Afonso Moreira + Clinton Mata + Tyler Morton,3,12,1.42,54.91,3
Dominik Greif + Nicolás Tagliafico + Pavel Šulc,3,10,1.4,55.18,3
Dominik Greif + Pavel Šulc + Tyler Morton,3,10,1.4,55.09,3
Ainsley Maitland-Niles + Dominik Greif + Tyler Morton,3,10,1.4,55.03,3
Dominik Greif + Nicolás Tagliafico + Tyler Morton,3,10,1.4,55.03,3
Abner + Adam Karabec + Corentin Tolisso,3,10,1.4,55.0,3
Abner + Adam Karabec + Pavel Šulc,3,10,1.4,55.0,3
Abner + Corentin Tolisso + Moussa Niakhate,3,10,1.4,54.88,3
Abner + Moussa Niakhate + Pavel Šulc,3,10,1.4,54.88,3
Ainsley Maitland-Niles + Corentin Tolisso + Pavel Šulc,3,15,1.4,54.67,3
Abner + Clinton Mata + Corentin Tolisso,3,10,1.4,54.64,3
Abner + Clinton Mata + Pavel Šulc,3,10,1.4,54.64,3
Adam Karabec + Mathys De Carvalho + Nicolás Tagliafico,3,5,1.4,54.43,3
Adam Karabec + Mathys De Carvalho + Tyler Morton,3,5,1.4,54.25,3
Adam Karabec + Khalis Merah + Martin Satriano,3,5,1.4,53.77,3
Afonso Moreira + Khalis Merah + Martin Satriano,3,5,1.4,53.77,3
Corentin Tolisso + Khalis Merah + Martin Satriano,3,5,1.4,53.77,3
Dominik Greif + Khalis Merah + Martin Satriano,3,5,1.4,53.77,3
Khalis Merah + Martin Satriano + Pavel Šulc,3,5,1.4,53.77,3
Abner + Moussa Niakhate + Tanner Tessmann,3,8,1.38,55.12,3
Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,3,8,1.38,54.93,3
Abner + Clinton Mata + Tanner Tessmann,3,8,1.38,54.82,3
Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,3,8,1.38,54.78,3
Afonso Moreira + Ainsley Maitland-Niles + Tanner Tessmann,3,13,1.38,54.69,3
Afonso Moreira + Corentin Tolisso + Tanner Tessmann,3,13,1.38,54.69,3
Martin Satriano + Moussa Niakhate + Tyler Morton,3,8,1.38,54.67,3
Afonso Moreira + Moussa Niakhate + Pavel Šulc,3,13,1.38,54.65,3
Adam Karabec + Ainsley Maitland-Niles + Martin Satriano,3,8,1.38,54.6,3
Adam Karabec + Martin Satriano + Tanner Tessmann,3,8,1.38,54.6,3
Afonso Moreira + Ainsley Maitland-Niles + Moussa Niakhate,3,13,1.38,54.6,3
Clinton Mata + Martin Satriano + Nicolás Tagliafico,3,8,1.38,54.48,3
Afonso Moreira + Clinton Mata + Pavel Šulc,3,13,1.38,54.46,3
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata,3,13,1.38,54.41,3
Clinton Mata + Martin Satriano + Tyler Morton,3,8,1.38,54.37,3
Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc,3,11,1.36,54.48,3
Afonso Moreira + Corentin Tolisso + Martin Satriano,3,11,1.36,54.07,3
Afonso Moreira + Dominik Greif + Martin Satriano,3,11,1.36,54.07,3
Afonso Moreira + Martin Satriano + Pavel Šulc,3,11,1.36,54.07,3
Corentin Tolisso + Dominik Greif + Martin Satriano,3,11,1.36,54.07,3
Corentin Tolisso + Martin Satriano + Pavel Šulc,3,11,1.36,54.07,3
Dominik Greif + Martin Satriano + Pavel Šulc,3,11,1.36,54.07,3
Abner + Adam Karabec + Dominik Greif,3,6,1.33,54.88,3
Abner + Adam Karabec + Martin Satriano,3,6,1.33,54.88,3
Abner + Dominik Greif + Moussa Niakhate,3,6,1.33,54.68,3
Abner + Martin Satriano + Moussa Niakhate,3,6,1.33,54.68,3
Abner + Clinton Mata + Dominik Greif,3,6,1.33,54.28,3
Abner + Clinton Mata + Martin Satriano,3,6,1.33,54.28,3
Afonso Moreira + Martin Satriano + Tanner Tessmann,3,9,1.33,54.11,3
Ainsley Maitland-Niles + Martin Satriano + Tanner Tessmann,3,9,1.33,54.11,3
Corentin Tolisso + Martin Satriano + Tanner Tessmann,3,9,1.33,54.11,3
Dominik Greif + Martin Satriano + Tanner Tessmann,3,9,1.33,54.11,3
Martin Satriano + Pavel Šulc + Tanner Tessmann,3,9,1.33,54.11,3
Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate,3,9,1.33,53.98,3
Abner + Adam Karabec + Hans Hateboer,3,3,1.33,53.88,3
Adam Karabec + Afonso Moreira + Hans Hateboer,3,3,1.33,53.88,3
Adam Karabec + Corentin Tolisso + Hans Hateboer,3,3,1.33,53.88,3
Adam Karabec + Dominik Greif + Hans Hateboer,3,3,1.33,53.88,3
Adam Karabec + Hans Hateboer + Martin Satriano,3,3,1.33,53.88,3
Adam Karabec + Hans Hateboer + Mathys De Carvalho,3,3,1.33,53.88,3
Adam Karabec + Hans Hateboer + Moussa Niakhate,3,3,1.33,53.88,3
Adam Karabec + Hans Hateboer + Pavel Šulc,3,3,1.33,53.88,3
Adam Karabec + Hans Hateboer + Tyler Morton,3,3,1.33,53.88,3
Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,3,6,1.33,53.73,3
Ainsley Maitland-Niles + Clinton Mata + Martin Satriano,3,9,1.33,53.71,3
Adam Karabec + Ainsley Maitland-Niles + Mathys De Carvalho,3,6,1.33,53.28,3
Adam Karabec + Mathys De Carvalho + Tanner Tessmann,3,6,1.33,53.28,3
Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico,3,6,1.33,53.13,3
Afonso Moreira + Corentin Tolisso + Mathys De Carvalho,3,9,1.33,53.08,3
Afonso Moreira + Dominik Greif + Mathys De Carvalho,3,9,1.33,53.08,3
Afonso Moreira + Mathys De Carvalho + Moussa Niakhate,3,9,1.33,53.08,3
Afonso Moreira + Mathys De Carvalho + Pavel Šulc,3,9,1.33,53.08,3
Corentin Tolisso + Dominik Greif + Mathys De Carvalho,3,9,1.33,53.08,3
Corentin Tolisso + Mathys De Carvalho + Moussa Niakhate,3,9,1.33,53.08,3
Corentin Tolisso + Mathys De Carvalho + Pavel Šulc,3,9,1.33,53.08,3
Dominik Greif + Mathys De Carvalho + Moussa Niakhate,3,9,1.33,53.08,3
Dominik Greif + Mathys De Carvalho + Pavel Šulc,3,9,1.33,53.08,3
Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,3,9,1.33,53.08,3
Abner + Khalis Merah + Mathys De Carvalho,3,3,1.33,52.98,3
Clinton Mata + Mathys De Carvalho + Tyler Morton,3,6,1.33,52.98,3
Abner + Clinton Mata + Hans Hateboer,3,3,1.33,52.68,3
Adam Karabec + Martin Satriano + Mathys De Carvalho,3,6,1.33,52.53,3
Adam Karabec + Pavel Šulc + Tyler Morton,3,12,1.33,52.5,3
Adam Karabec + Ainsley Maitland-Niles + Tyler Morton,3,12,1.33,52.45,3
Adam Karabec + Tanner Tessmann + Tyler Morton,3,12,1.33,52.45,3
Ainsley Maitland-Niles + Mathys De Carvalho + Rachid Ghezzal,3,3,1.33,52.08,3
Mathys De Carvalho + Nicolás Tagliafico + Rachid Ghezzal,3,3,1.33,52.08,3
Mathys De Carvalho + Rachid Ghezzal + Tanner Tessmann,3,3,1.33,52.08,3
Mathys De Carvalho + Rachid Ghezzal + Tyler Morton,3,3,1.33,51.78,3
Adam Karabec + Khalis Merah + Tyler Morton,3,9,1.33,51.28,3
Corentin Tolisso + Khalis Merah + Tyler Morton,3,9,1.33,51.28,3
Ainsley Maitland-Niles + Tanner Tessmann + Tyler Morton,3,13,1.31,52.28,3
Corentin Tolisso + Tanner Tessmann + Tyler Morton,3,13,1.31,52.28,3
Moussa Niakhate + Pavel Šulc + Tyler Morton,3,13,1.31,52.24,3
Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc,3,13,1.31,52.19,3
Adam Karabec + Pavel Šulc + Tanner Tessmann,3,13,1.31,52.19,3
Ainsley Maitland-Niles + Moussa Niakhate + Tyler Morton,3,13,1.31,52.19,3
Adam Karabec + Afonso Moreira + Corentin Tolisso,3,13,1.31,52.1,3
Clinton Mata + Pavel Šulc + Tyler Morton,3,13,1.31,52.05,3
Ainsley Maitland-Niles + Clinton Mata + Tyler Morton,3,13,1.31,52.0,3
Adam Karabec + Moussa Niakhate + Nicolás Tagliafico,3,10,1.3,52.07,3
Adam Karabec + Clinton Mata + Nicolás Tagliafico,3,10,1.3,51.83,3
Adam Karabec + Khalis Merah + Pavel Šulc,3,10,1.3,51.05,3
Corentin Tolisso + Khalis Merah + Pavel Šulc,3,10,1.3,51.05,3
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah,3,10,1.3,50.99,3
Adam Karabec + Khalis Merah + Tanner Tessmann,3,10,1.3,50.99,3
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah,3,10,1.3,50.99,3
Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann,3,10,1.3,50.99,3
Corentin Tolisso + Khalis Merah + Tanner Tessmann,3,10,1.3,50.99,3
Afonso Moreira + Mathys De Carvalho + Tanner Tessmann,3,7,1.29,52.84,3
Ainsley Maitland-Niles + Mathys De Carvalho + Tanner Tessmann,3,7,1.29,52.84,3
Corentin Tolisso + Mathys De Carvalho + Tanner Tessmann,3,7,1.29,52.84,3
Dominik Greif + Mathys De Carvalho + Tanner Tessmann,3,7,1.29,52.84,3
Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,3,7,1.29,52.84,3
Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,3,7,1.29,52.84,3
Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho,3,7,1.29,52.33,3
Ainsley Maitland-Niles + Pavel Šulc + Tanner Tessmann,3,14,1.29,52.05,3
Corentin Tolisso + Pavel Šulc + Tanner Tessmann,3,14,1.29,52.05,3
Ainsley Maitland-Niles + Moussa Niakhate + Pavel Šulc,3,14,1.29,51.96,3
Afonso Moreira + Corentin Tolisso + Moussa Niakhate,3,14,1.29,51.88,3
Ainsley Maitland-Niles + Clinton Mata + Pavel Šulc,3,14,1.29,51.79,3
Afonso Moreira + Clinton Mata + Corentin Tolisso,3,14,1.29,51.71,3
Clinton Mata + Martin Satriano + Mathys De Carvalho,3,7,1.29,51.68,3
Adam Karabec + Afonso Moreira + Malick Fofana,3,7,1.29,51.39,3
Adam Karabec + Malick Fofana + Nicolás Tagliafico,3,7,1.29,51.39,3
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana,3,7,1.29,51.39,3
Afonso Moreira + Clinton Mata + Malick Fofana,3,7,1.29,51.39,3
Afonso Moreira + Corentin Tolisso + Malick Fofana,3,7,1.29,51.39,3
Afonso Moreira + Malick Fofana + Moussa Niakhate,3,7,1.29,51.39,3
Afonso Moreira + Malick Fofana + Nicolás Tagliafico,3,7,1.29,51.39,3
Afonso Moreira + Malick Fofana + Pavel Šulc,3,7,1.29,51.39,3
Afonso Moreira + Malick Fofana + Tanner Tessmann,3,7,1.29,51.39,3
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico,3,7,1.29,51.39,3
Clinton Mata + Malick Fofana + Nicolás Tagliafico,3,7,1.29,51.39,3
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico,3,7,1.29,51.39,3
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,3,7,1.29,51.39,3
Malick Fofana + Nicolás Tagliafico + Pavel Šulc,3,7,1.29,51.39,3
Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,3,7,1.29,51.39,3
Adam Karabec + Clinton Mata + Ruben Kluivert,3,7,1.29,50.74,3
Adam Karabec + Corentin Tolisso + Ruben Kluivert,3,7,1.29,50.74,3
Adam Karabec + Ruben Kluivert + Tyler Morton,3,7,1.29,50.74,3
Clinton Mata + Corentin Tolisso + Ruben Kluivert,3,7,1.29,50.74,3
Clinton Mata + Ruben Kluivert + Tyler Morton,3,7,1.29,50.74,3
Corentin Tolisso + Ruben Kluivert + Tyler Morton,3,7,1.29,50.74,3
Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,3,11,1.27,51.91,3
Clinton Mata + Nicolás Tagliafico + Tanner Tessmann,3,11,1.27,51.69,3
Afonso Moreira + Dominik Greif + Nicolás Tagliafico,3,11,1.27,51.61,3
Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico,3,11,1.27,51.61,3
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico,3,11,1.27,51.61,3
Clinton Mata + Moussa Niakhate + Nicolás Tagliafico,3,11,1.27,51.58,3
Afonso Moreira + Dominik Greif + Tyler Morton,3,11,1.27,51.52,3
Corentin Tolisso + Dominik Greif + Tyler Morton,3,11,1.27,51.52,3
Abner + Adam Karabec + Mathys De Carvalho,3,4,1.25,52.29,3
Afonso Moreira + Clinton Mata + Hans Hateboer,3,4,1.25,52.06,3
Clinton Mata + Corentin Tolisso + Hans Hateboer,3,4,1.25,52.06,3
Clinton Mata + Dominik Greif + Hans Hateboer,3,4,1.25,52.06,3
Clinton Mata + Hans Hateboer + Martin Satriano,3,4,1.25,52.06,3
Clinton Mata + Hans Hateboer + Mathys De Carvalho,3,4,1.25,52.06,3
Clinton Mata + Hans Hateboer + Moussa Niakhate,3,4,1.25,52.06,3
Clinton Mata + Hans Hateboer + Pavel Šulc,3,4,1.25,52.06,3
Clinton Mata + Hans Hateboer + Tyler Morton,3,4,1.25,52.06,3
Afonso Moreira + Moussa Niakhate + Tanner Tessmann,3,12,1.25,51.54,3
Abner + Clinton Mata + Mathys De Carvalho,3,4,1.25,51.39,3
Afonso Moreira + Clinton Mata + Tanner Tessmann,3,12,1.25,51.34,3
Afonso Moreira + Dominik Greif + Pavel Šulc,3,12,1.25,51.32,3
Corentin Tolisso + Dominik Greif + Pavel Šulc,3,12,1.25,51.32,3
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif,3,12,1.25,51.27,3
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif,3,12,1.25,51.27,3
Afonso Moreira + Khalis Merah + Moussa Niakhate,3,8,1.25,50.04,3
Afonso Moreira + Clinton Mata + Khalis Merah,3,8,1.25,49.74,3
Adam Karabec + Corentin Tolisso + Tyler Morton,3,13,1.23,49.69,3
Dominik Greif + Tanner Tessmann + Tyler Morton,3,9,1.22,51.0,3
Abner + Adam Karabec + Moussa Niakhate,3,9,1.22,50.83,3
Abner + Adam Karabec + Clinton Mata,3,9,1.22,50.56,3
Abner + Clinton Mata + Moussa Niakhate,3,9,1.22,50.43,3
Adam Karabec + Afonso Moreira + Martin Satriano,3,9,1.22,50.36,3
Adam Karabec + Corentin Tolisso + Martin Satriano,3,9,1.22,50.36,3
Adam Karabec + Dominik Greif + Martin Satriano,3,9,1.22,50.36,3
Adam Karabec + Martin Satriano + Pavel Šulc,3,9,1.22,50.36,3
Adam Karabec + Corentin Tolisso + Pavel Šulc,3,14,1.21,49.64,3
Corentin Tolisso + Moussa Niakhate + Tyler Morton,3,14,1.21,49.64,3
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso,3,14,1.21,49.6,3
Adam Karabec + Ainsley Maitland-Niles + Tanner Tessmann,3,14,1.21,49.6,3
Adam Karabec + Corentin Tolisso + Tanner Tessmann,3,14,1.21,49.6,3
Clinton Mata + Corentin Tolisso + Tyler Morton,3,14,1.21,49.47,3
Dominik Greif + Pavel Šulc + Tanner Tessmann,3,10,1.2,50.8,3
Afonso Moreira + Martin Satriano + Moussa Niakhate,3,10,1.2,50.23,3
Corentin Tolisso + Martin Satriano + Moussa Niakhate,3,10,1.2,50.23,3
Dominik Greif + Martin Satriano + Moussa Niakhate,3,10,1.2,50.23,3
Martin Satriano + Moussa Niakhate + Pavel Šulc,3,10,1.2,50.23,3
Afonso Moreira + Clinton Mata + Martin Satriano,3,10,1.2,49.99,3
Clinton Mata + Corentin Tolisso + Martin Satriano,3,10,1.2,49.99,3
Clinton Mata + Dominik Greif + Martin Satriano,3,10,1.2,49.99,3
Clinton Mata + Martin Satriano + Pavel Šulc,3,10,1.2,49.99,3
Abner + Adam Karabec + Malick Fofana,3,5,1.2,49.66,3
Abner + Ainsley Maitland-Niles + Malick Fofana,3,5,1.2,49.66,3
Abner + Clinton Mata + Malick Fofana,3,5,1.2,49.66,3
Abner + Corentin Tolisso + Malick Fofana,3,5,1.2,49.66,3
Abner + Malick Fofana + Moussa Niakhate,3,5,1.2,49.66,3
Abner + Malick Fofana + Pavel Šulc,3,5,1.2,49.66,3
Abner + Malick Fofana + Tanner Tessmann,3,5,1.2,49.66,3
Abner + Malick Fofana + Tyler Morton,3,5,1.2,49.66,3
Ainsley Maitland-Niles + Corentin Tolisso + Tanner Tessmann,3,15,1.2,49.64,3
Corentin Tolisso + Moussa Niakhate + Pavel Šulc,3,15,1.2,49.6,3
Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate,3,15,1.2,49.56,3
Clinton Mata + Corentin Tolisso + Pavel Šulc,3,15,1.2,49.44,3
Afonso Moreira + Moussa Niakhate + Ruben Kluivert,3,5,1.2,49.42,3
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso,3,15,1.2,49.4,3
Abner + Moussa Niakhate + Ruben Kluivert,3,5,1.2,49.36,3
Moussa Niakhate + Pavel Šulc + Ruben Kluivert,3,5,1.2,49.36,3
Ainsley Maitland-Niles + Moussa Niakhate + Ruben Kluivert,3,5,1.2,49.24,3
Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,3,5,1.2,49.24,3
Dominik Greif + Khalis Merah + Nicolás Tagliafico,3,5,1.2,48.34,3
Khalis Merah + Malick Fofana + Tyler Morton,3,5,1.2,48.34,3
Dominik Greif + Khalis Merah + Tyler Morton,3,5,1.2,48.16,3
Khalis Merah + Moussa Niakhate + Ruben Kluivert,3,5,1.2,47.02,3
Adam Karabec + Corentin Tolisso + Khalis Merah,3,11,1.18,47.86,3
Moussa Niakhate + Tanner Tessmann + Tyler Morton,3,12,1.17,48.93,3
Adam Karabec + Afonso Moreira + Moussa Niakhate,3,12,1.17,48.73,3
Clinton Mata + Tanner Tessmann + Tyler Morton,3,12,1.17,48.73,3
Adam Karabec + Afonso Moreira + Clinton Mata,3,12,1.17,48.53,3
Dominik Greif + Khalis Merah + Pavel Šulc,3,6,1.17,48.31,3
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah,3,6,1.17,48.21,3
Dominik Greif + Khalis Merah + Tanner Tessmann,3,6,1.17,48.21,3
Moussa Niakhate + Pavel Šulc + Tanner Tessmann,3,13,1.15,48.94,3
Clinton Mata + Pavel Šulc + Tanner Tessmann,3,13,1.15,48.75,3
Afonso Moreira + Corentin Tolisso + Dominik Greif,3,13,1.15,48.59,3
Afonso Moreira + Clinton Mata + Moussa Niakhate,3,13,1.15,48.57,3
Adam Karabec + Afonso Moreira + Mathys De Carvalho,3,7,1.14,48.02,3
Adam Karabec + Corentin Tolisso + Mathys De Carvalho,3,7,1.14,48.02,3
Adam Karabec + Dominik Greif + Mathys De Carvalho,3,7,1.14,48.02,3
Adam Karabec + Mathys De Carvalho + Moussa Niakhate,3,7,1.14,48.02,3
Adam Karabec + Mathys De Carvalho + Pavel Šulc,3,7,1.14,48.02,3
Martin Satriano + Moussa Niakhate + Tanner Tessmann,3,8,1.12,49.31,3
Clinton Mata + Martin Satriano + Tanner Tessmann,3,8,1.12,49.01,3
Afonso Moreira + Clinton Mata + Mathys De Carvalho,3,8,1.12,47.85,3
Clinton Mata + Corentin Tolisso + Mathys De Carvalho,3,8,1.12,47.85,3
Clinton Mata + Dominik Greif + Mathys De Carvalho,3,8,1.12,47.85,3
Clinton Mata + Mathys De Carvalho + Moussa Niakhate,3,8,1.12,47.85,3
Clinton Mata + Mathys De Carvalho + Pavel Šulc,3,8,1.12,47.85,3
Adam Karabec + Malick Fofana + Tyler Morton,3,8,1.12,46.99,3
Ainsley Maitland-Niles + Malick Fofana + Tyler Morton,3,8,1.12,46.99,3
Clinton Mata + Malick Fofana + Tyler Morton,3,8,1.12,46.99,3
Corentin Tolisso + Malick Fofana + Tyler Morton,3,8,1.12,46.99,3
Malick Fofana + Moussa Niakhate + Tyler Morton,3,8,1.12,46.99,3
Malick Fofana + Pavel Šulc + Tyler Morton,3,8,1.12,46.99,3
Malick Fofana + Tanner Tessmann + Tyler Morton,3,8,1.12,46.99,3
Khalis Merah + Moussa Niakhate + Tyler Morton,3,8,1.12,46.12,3
Clinton Mata + Khalis Merah + Tyler Morton,3,8,1.12,45.82,3
Adam Karabec + Dominik Greif + Nicolás Tagliafico,3,9,1.11,47.35,3
Adam Karabec + Dominik Greif + Tyler Morton,3,9,1.11,47.25,3
Khalis Merah + Moussa Niakhate + Pavel Šulc,3,9,1.11,46.45,3
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate,3,9,1.11,46.38,3
Khalis Merah + Moussa Niakhate + Tanner Tessmann,3,9,1.11,46.38,3
Clinton Mata + Khalis Merah + Pavel Šulc,3,9,1.11,46.18,3
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah,3,9,1.11,46.11,3
Clinton Mata + Khalis Merah + Tanner Tessmann,3,9,1.11,46.11,3
Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,3,10,1.1,47.64,3
Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,3,10,1.1,47.52,3
Adam Karabec + Dominik Greif + Pavel Šulc,3,10,1.1,47.43,3
Dominik Greif + Moussa Niakhate + Tyler Morton,3,10,1.1,47.43,3
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif,3,10,1.1,47.37,3
Adam Karabec + Dominik Greif + Tanner Tessmann,3,10,1.1,47.37,3
Clinton Mata + Dominik Greif + Nicolás Tagliafico,3,10,1.1,47.28,3
Clinton Mata + Dominik Greif + Tyler Morton,3,10,1.1,47.19,3
Afonso Moreira + Dominik Greif + Tanner Tessmann,3,11,1.09,47.63,3
Ainsley Maitland-Niles + Dominik Greif + Tanner Tessmann,3,11,1.09,47.63,3
Corentin Tolisso + Dominik Greif + Tanner Tessmann,3,11,1.09,47.63,3
Dominik Greif + Moussa Niakhate + Pavel Šulc,3,11,1.09,47.57,3
Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate,3,11,1.09,47.52,3
Clinton Mata + Dominik Greif + Pavel Šulc,3,11,1.09,47.35,3
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif,3,11,1.09,47.3,3
Adam Karabec + Moussa Niakhate + Pavel Šulc,3,13,1.08,46.34,3
